factory_name,factory_type,factory_priority,management_employees,number_of_machines,production_capacity_yearly_in_dozen,principal_exportable_products,factory_location,factiry_location_in_city,factory_location_in_town,year_of_establishment,products_list,production_capacity_yearly_pieces,capacity_category,factory_age,employees_per_machine,productivity_pieces_per_machine,num_products,produces_t-shirt,produces_shirt,produces_pants,produces_jacket,produces_polo_shirt,produces_sweater
Ibrahim Knit Garments (Pvt.) Ltd.,Knit,5.0,1723.0,252,416667.0,"T-Shirts ,Polo Shirts","Ailpara, Pathantuli, Narayanganj, Siddirgonj",Narayanganj,Siddirgonj,2014,"['T-Shirts', 'Polo Shirts']",5000004.0,Very Large,11,6.837301587301587,19841.285714285714,2,0,0,0,0,0,0
Icon Fashion Ltd.,Knit,5.0,230.0,150,250000.0,"T-Shirts ,Polo Sthirts","House # 68, Road # 3, Block # D, Ward # 2, Nayanichala, Dhaka, Turag",Dhaka,Turag,2015,"['T-Shirts', 'Polo Sthirts']",3000000.0,Very Large,10,1.5333333333333334,20000.0,2,0,0,0,0,0,0
Idas Fashion Ltd.,Woven,5.0,244.0,150,76000.0,"Fleece Jackets ,Padded Jackets ,Pants","Noor Shopping Complex, 519/A, M.A. Aziz Road, Chittagong","Noor Shopping Complex, 519/A, M.A. Aziz Road",Chittagong,1999,"['Fleece Jackets', 'Padded Jackets', 'Pants']",912000.0,Large,26,1.6266666666666667,6080.0,3,0,0,1,0,0,0
IFCO Garments & Textiles Ltd.,Knit,5.0,486.0,360,444000.0,"Shirts ,Ladies Shirts ,Trousers ,Shorts","Plot # 41, 42, 56 & 57, Road # 1, Bscic I/E, Chittagong, Kalurghat",Chittagong,Kalurghat,2007,"['Shirts', 'Ladies Shirts', 'Trousers', 'Shorts']",5328000.0,Very Large,18,1.35,14800.0,4,0,0,0,0,0,0
IFL Factory Ltd.,Woven,5.0,20.0,884,0.0,"Shirts ,Pants","140, Dhour, Uttara, Dhaka, Turag",Dhaka,Turag,2016,"['Shirts', 'Pants']",0.0,,9,0.02262443438914027,0.0,2,0,0,1,0,0,0
IFS Texwear (Pvt) Ltd.,Knit,5.0,500.0,210,120000.0,"T-Shirts ,Polo Shirts ,Tank Tops","Mujib Market, Mijmije, Narayanganj, Shiddirganj",Narayanganj,Shiddirganj,2000,"['T-Shirts', 'Polo Shirts', 'Tank Tops']",1440000.0,Very Large,25,2.380952380952381,6857.142857142857,3,0,0,0,0,0,0
Iftee Fashion Ltd.,Sweater,5.0,480.0,199,50000.0,"Pullovers ,Cardigans","House # 85, Block-D, Word-3, Ashulia Depz Road, Dhaka, Turag",Dhaka,Turag,2010,"['Pullovers', 'Cardigans']",600000.0,Large,15,2.4120603015075375,3015.075376884422,2,0,0,0,0,0,0
IL Bangla Limited,Knit,5.0,150.0,70,440000.0,Socks,"Dakkhin Kongshadi, Vatpara, Narsingdi, Vatpara",Narsingdi,Vatpara,2012,['Socks'],5280000.0,Very Large,13,2.142857142857143,75428.57142857143,1,0,0,0,0,0,0
Imaan Knitwear Ltd.,Knit,1.0,2.0,170,335000.0,"T-Shirt ,Polo Shirt","North Charabagh, Bangabondhu Road, Ashulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2019,"['T-Shirt', 'Polo Shirt']",4020000.0,Very Large,6,0.011764705882352941,23647.058823529413,2,1,0,0,0,1,0
Image Garments Ltd.,Woven,5.0,450.0,200,100000.0,"Pant ,Shorts ,Jacket ,Overall","1014/A,Baby Super Merket (2Nd Floor), Bazid Bostami Road, Chittagong, Chittagong",Chittagong,Chittagong,1994,"['Pant', 'Shorts', 'Jacket', 'Overall']",1200000.0,Very Large,31,2.25,6000.0,4,0,0,0,1,0,0
Imagine Fashion Ltd.,Woven,1.0,2.0,94,100000.0,"Shirt ,Pant ,T-Shirt ,Polo Shirt","House # 4/2, Road # 27, Eastern Housing Ltd., Block # M, Pallabi, Mirpur, Dhaka, Dhaka",Dhaka,Dhaka,2022,"['Shirt', 'Pant', 'T-Shirt', 'Polo Shirt']",1200000.0,Very Large,3,0.02127659574468085,12765.95744680851,4,1,1,0,0,1,0
Imperial Sweaters (BD) Ltd.,Sweater,5.0,1300.0,650,100000.0,"Sweaters ,Pullovers ,Cardigans","25/2, Dit Road, Malibagh Chowdhury Para, Dhaka, Malibagh",Dhaka,Malibagh,2004,"['Sweaters', 'Pullovers', 'Cardigans']",1200000.0,Very Large,21,2.0,1846.1538461538462,3,0,0,0,0,0,0
Impress Clothing Ltd.,Knit,5.0,420.0,137,800000.0,"T-Shirts ,Polo Shirts","Nurul Shopping Complex, 5, Sujatnagar, Pallabi, Dhaka, Mirpur",Dhaka,Mirpur,2012,"['T-Shirts', 'Polo Shirts']",9600000.0,Very Large,13,3.065693430656934,70072.99270072993,2,0,0,0,0,0,0
Impress Fashion Ltd.,Knit,5.0,495.0,165,36000.0,"Shirts ,T-Shirts ,Polo Shirts","468, D.I.T Road, Malibagh Supper Merket, Dhaka, Malibagh",Dhaka,Malibagh,1994,"['Shirts', 'T-Shirts', 'Polo Shirts']",432000.0,Large,31,3.0,2618.181818181818,3,0,0,0,0,0,0
Impress-Newtex Composite Textiles Ltd.,Knit,5.0,5473.0,2232,275000.0,"T-Shirts ,Polo Shirts ,Jacket ,Active Wear","Gorai I/A, Tangail, Tangail",Tangail,Tangail,2012,"['T-Shirts', 'Polo Shirts', 'Jacket', 'Active Wear']",3300000.0,Very Large,13,2.4520609318996414,1478.494623655914,4,0,0,0,1,0,0
Impressive Garments (Pvt.) Ltd.,Woven,5.0,600.0,324,155000.0,"Jackets ,Long Pants ,Trousers ,Skirts","Plot # 3 (Gr & 5Th Floor), Factory Road, Kadamtoli I/A, Dhaka, Shampur",Dhaka,Shampur,1993,"['Jackets', 'Long Pants', 'Trousers', 'Skirts']",1860000.0,Very Large,32,1.8518518518518519,5740.740740740741,4,0,0,0,0,0,0
Impulse Sweaters Limited,Sweater,5.0,425.0,350,52500.0,"Sweaters ,Cardigans","Siraj Tower, Basan Sarak, National University, Gazipur, Vogra",Gazipur,Vogra,2012,"['Sweaters', 'Cardigans']",630000.0,Large,13,1.2142857142857142,1800.0,2,0,0,0,0,0,0
Incredible Fashions Ltd.,Unknown,,0.0,0,140000.0,"T-Shirts ,Polo Shirts","Karol Suriichala, Mouchak, Gazipur","Karol Suriichala, Mouchak",Gazipur,2019,"['T-Shirts', 'Polo Shirts']",1680000.0,Very Large,6,0.0,0.0,2,0,0,0,0,0,0
Independent Apparels Ltd.,Knit,5.0,500.0,300,300000.0,"Jackets ,Pants ,Underwears","21/27 Baizid Bostami Road, Nasirabad I/A, Chittagong","21/27 Baizid Bostami Road, Nasirabad I/A",Chittagong,1997,"['Jackets', 'Pants', 'Underwears']",3600000.0,Very Large,28,1.6666666666666667,12000.0,3,0,0,1,0,0,0
Independent Sweaters Ltd.,Sweater,5.0,400.0,328,48000.0,Sweater,"Sarifpur, Sonda Sarak, Gazipur, National University",Gazipur,National University,2016,['Sweater'],576000.0,Large,9,1.2195121951219512,1756.0975609756097,1,0,0,0,0,0,1
Indesore Sweater Ltd.,Sweater,5.0,1000.0,1042,252000.0,"Sweaters ,Pullovers ,Cardigans","Degarchala, National University, Gazipur, Gazipur",Gazipur,Gazipur,2008,"['Sweaters', 'Pullovers', 'Cardigans']",3024000.0,Very Large,17,0.9596928982725528,2902.1113243761997,3,0,0,0,0,0,0
Index Garments Ltd.,Woven,5.0,300.0,200,36000.0,"Shirts ,Trousers","Sayeda Court (3Rd Floor), 28, Agrabad C/A, Chittagong, Agrabad",Chittagong,Agrabad,1986,"['Shirts', 'Trousers']",432000.0,Large,39,1.5,2160.0,2,0,0,0,0,0,0
Indigo Fashions Ltd.,Woven,5.0,1007.0,400,150000.0,"Shirts ,Trousers ,Pants","101, Sattar Plaza, Iut Road, Kathora, Gazipur, Joydevpur",Gazipur,Joydevpur,2012,"['Shirts', 'Trousers', 'Pants']",1800000.0,Very Large,13,2.5175,4500.0,3,0,0,1,0,0,0
Infinite Tex Limited,Woven,1.0,2.0,200,150000.0,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Kumarpara, Duptara, Araihazar, Narayangonj, Narayangonj",Narayangonj,Narayangonj,2022,"['Shirt', 'Pant', 'T-Shirt', 'Polo Shirt']",1800000.0,Very Large,3,0.01,9000.0,4,1,1,0,0,1,0
Infinity Outfit Ltd.,Woven,5.0,200.0,170,10000.0,"Shirts ,Pants","1868, Uttar Khailkur, National University, Gazipur, Gazipur",Gazipur,Gazipur,2015,"['Shirts', 'Pants']",120000.0,Large,10,1.1764705882352942,705.8823529411765,2,0,0,1,0,0,0
Innovative Knitex Ltd.,Knit,5.0,700.0,244,5000000.0,"T-Shirts ,Polo Shirts","A/177-178, Bscic I/A,, Panchabaty, Narayanganj, Fatullah",Narayanganj,Fatullah,2014,"['T-Shirts', 'Polo Shirts']",60000000.0,Very Large,11,2.8688524590163933,245901.6393442623,2,0,0,0,0,0,0
Innstyle Fashion Ltd.,Knit,5.0,500.0,250,124800.0,"Cargo Long & Shorts ,Jackets ,T-Shirts","102, Mazirghat Road, East Madhar Bari, Chittagong","102, Mazirghat Road, East Madhar Bari",Chittagong,2000,"['Cargo Long  Shorts', 'Jackets', 'T-Shirts']",1497600.0,Very Large,25,2.0,5990.4,3,0,0,0,0,0,0
Int'l Knitwear & Apparels Ltd.,Knit,5.0,1395.0,515,525000.0,"Ladies Top & Bottoms ,Kids Top & Bottoms ,Mens Top & Bottoms","Beximco Inds. Park, Sarabo, Gazipur, B. Baria",Gazipur,B. Baria,2003,"['Ladies Top  Bottoms', 'Kids Top  Bottoms', 'Mens Top  Bottoms']",6300000.0,Very Large,22,2.70873786407767,12233.009708737864,3,0,0,0,0,0,0
Int'l Knitwear & Apparels Ltd. (U-2),Woven,5.0,2203.0,875,420000.0,"Shirts ,Ladies Shirts ,Children Wears","Beximco Inds. Park, Sarabo, Gazipur, Gazipur",Gazipur,Gazipur,2003,"['Shirts', 'Ladies Shirts', 'Children Wears']",5040000.0,Very Large,22,2.517714285714286,5760.0,3,0,0,0,0,0,0
Integra Apparels (Bangladesh) Ltd.,Woven,5.0,2146.0,717,425000.0,"Shirts ,Jackets ,Pants","Plot # 742, Dhour, Nayanagor, Turag, Dhaka, Dhaka",Dhaka,Dhaka,2012,"['Shirts', 'Jackets', 'Pants']",5100000.0,Very Large,13,2.99302649930265,7112.970711297071,3,0,0,1,0,0,0
Integra Dresses Limited,Woven,1.0,4.0,94,70000.0,"Shirt ,Pant ,Trouser ,Jacket","Plot # 13 & 14, Ward # 42, Koromtola, Pubail, Gazipur Sadar, Gazipur, Gazipur",Gazipur,Gazipur,2023,"['Shirt', 'Pant', 'Trouser', 'Jacket']",840000.0,Large,2,0.0425531914893617,8936.170212765957,4,0,1,0,1,0,0
Integral Apparels Ltd.,Woven,5.0,470.0,420,96000.0,"Shirts ,Jackets ,Pants ,Jumpers","Fidc Road, Bscic I/E, Chittagong, Kalurgaht",Chittagong,Kalurgaht,1994,"['Shirts', 'Jackets', 'Pants', 'Jumpers']",1152000.0,Very Large,31,1.119047619047619,2742.8571428571427,4,0,0,1,0,0,0
Intercare Limited,Woven,5.0,450.0,250,5000.0,"Denim Jackets ,Denim Trousers ,Board Shorts ,Girls Shorts","687, South Agrabad, Cda R/A, Chittagong, Road # 20",Chittagong,Road # 20,1992,"['Denim Jackets', 'Denim Trousers', 'Board Shorts', 'Girls Shorts']",60000.0,Medium,33,1.8,240.0,4,0,0,0,0,0,0
Interfab Shirt Manufacturing Ltd.,Woven,5.0,5272.0,2686,678220.0,"Shirts ,Ladies Shirts ,School Shirts","302/547, Kunia, Gasa Union, National University, Gazipur, Board Bazar",Gazipur,Board Bazar,2003,"['Shirts', 'Ladies Shirts', 'School Shirts']",8138640.0,Very Large,22,1.9627699180938198,3030.022338049144,3,0,0,0,0,0,0
Interlink Apparels Ltd.,Woven,5.0,1264.0,670,11700.0,"Dress Pants ,Casual Shirts ,Uniforms","Plot # 1619-1621, Vogra, Gazipur, B. Baria",Gazipur,B. Baria,2003,"['Dress Pants', 'Casual Shirts', 'Uniforms']",140400.0,Large,22,1.8865671641791044,209.55223880597015,3,0,0,0,0,0,0
Interlink Dresses,Woven,5.0,1250.0,1216,17133.0,"Mens/Womens Jacket ,Blazer ,Shorts ,Skirt","Sherin Chowdhury Complex, Vogra, Gazipur, Gazipur",Gazipur,Gazipur,2009,"['MensWomens Jacket', 'Blazer', 'Shorts', 'Skirt']",205596.0,Large,16,1.0279605263157894,169.07565789473685,4,0,0,0,0,0,0
International Classic Composite Ltd.,Knit,5.0,1310.0,742,400000.0,"T-Shirts ,Polo Shirts ,Sweat Shirts","568 & 584, Naojur, Kodda Bazar, Gazipur, Joydevpur",Gazipur,Joydevpur,2007,"['T-Shirts', 'Polo Shirts', 'Sweat Shirts']",4800000.0,Very Large,18,1.7654986522911051,6469.00269541779,3,0,0,0,0,0,0
International Garments Ltd.,Woven,5.0,290.0,105,36000.0,"Pants ,Jackets ,Kids Items","33, Mohakhali C/A, Dhaka, Mohakhali",Dhaka,Mohakhali,1985,"['Pants', 'Jackets', 'Kids Items']",432000.0,Large,40,2.761904761904762,4114.285714285715,3,0,0,1,0,0,0
International Shirt Line Ltd.,Woven,5.0,700.0,368,156000.0,Shirts,"2514/2872, Mohara, Kalurghat I/A, Chittagong, Chandgaon",Chittagong,Chandgaon,1999,['Shirts'],1872000.0,Very Large,26,1.9021739130434783,5086.95652173913,1,0,0,0,0,0,0
International Trading Services Ltd.,Woven,5.0,7501.0,500,120000.0,"Jackets ,Shirts ,Pants ,Shorts","F-68,F-68/1,Civil Engineers City, (3Rd-10Th Floor)Jarun, Konabari, Gazipur Sadar, Gazipur, Gazipur",Gazipur,Gazipur,1992,"['Jackets', 'Shirts', 'Pants', 'Shorts']",1440000.0,Very Large,33,15.002,2880.0,4,0,0,1,0,0,0
Interstoff Apparels Ltd.,Knit,5.0,4500.0,1735,240000.0,"T-Shirts ,Polo Shirts ,Trousers ,Shorts","R.S. # 171, Chandana Pallibiddut, Gazipur, B. Baria",Gazipur,B. Baria,2005,"['T-Shirts', 'Polo Shirts', 'Trousers', 'Shorts']",2880000.0,Very Large,20,2.5936599423631126,1659.9423631123918,4,0,0,0,0,0,0
Interstoff Clothing Ltd.,Knit,5.0,1100.0,625,60000.0,"T-Shirts ,Polo Shirts ,Trousers ,Tops","Kalamasher, Gazipur, National University",Gazipur,National University,2000,"['T-Shirts', 'Polo Shirts', 'Trousers', 'Tops']",720000.0,Large,25,1.76,1152.0,4,0,0,0,0,0,0
Interwing Knit Wears Ltd.,Woven,5.0,300.0,230,75000.0,"Shirts ,Long Pants ,Cargo Pants","Plot # 8-10, Road # 1, Kalwalapara, Block-B, Section # 1, Dhaka, Mirpur",Dhaka,Mirpur,1991,"['Shirts', 'Long Pants', 'Cargo Pants']",900000.0,Large,34,1.3043478260869565,3913.0434782608695,3,0,0,0,0,0,0
Intimate Attire Ltd.,Knit,5.0,1442.0,1418,153333333.0,"Shirts ,Pants ,T-Shirts ,Polo Shirts","Jamirdia, Mymensingh, Valuka",Mymensingh,Valuka,2015,"['Shirts', 'Pants', 'T-Shirts', 'Polo Shirts']",1839999996.0,Very Large,10,1.0169252468265162,1297602.2538787024,4,0,0,1,0,0,0
Intimate Clothing Ltd.,Knit,5.0,145.0,100,60000.0,"Shirts ,Pants ,T-Shirts ,Polo Shirts","2403, Bepari Bari, Uttarkhan, Dhaka, Uttara",Dhaka,Uttara,2013,"['Shirts', 'Pants', 'T-Shirts', 'Polo Shirts']",720000.0,Large,12,1.45,7200.0,4,0,0,1,0,0,0
Intimate Suppliers Ltd.,Knit,5.0,153.0,126,175000.0,"T-Shirts ,Polo Shirts ,Panties","Plot # 134, Depz, Dhaka, Savar",Dhaka,Savar,2011,"['T-Shirts', 'Polo Shirts', 'Panties']",2100000.0,Very Large,14,1.2142857142857142,16666.666666666668,3,0,0,0,0,0,0
Intraco Design Ltd.,Woven,5.0,598.0,411,10000.0,"Shirts ,Pajama ,Pants ,T-Shirts","244, 243, South Azampur, Dhaka, Uttara",Dhaka,Uttara,2006,"['Shirts', 'Pajama', 'Pants', 'T-Shirts']",120000.0,Large,19,1.4549878345498783,291.97080291970804,4,0,0,1,0,0,0
Intraco Fashion Ltd.,Woven,5.0,805.0,365,120000.0,"Pants ,Overalls ,Trousers ,Skirts","Musafir Bhaban (2Nd, 3Rd & 4Th Floor), Kasai Bari, Sakander Market, Dhaka, Uttara",Dhaka,Uttara,2001,"['Pants', 'Overalls', 'Trousers', 'Skirts']",1440000.0,Very Large,24,2.2054794520547945,3945.205479452055,4,0,0,1,0,0,0
Intrade Apparels Ltd.,Knit,5.0,300.0,199,234000.0,"Shirts ,Pants ,T-Shirts ,Polo Shirts","Karol, Shorichala, Safipur, Gazipur, Kaliakoir",Gazipur,Kaliakoir,2014,"['Shirts', 'Pants', 'T-Shirts', 'Polo Shirts']",2808000.0,Very Large,11,1.5075376884422111,14110.552763819096,4,0,0,1,0,0,0
Intramex Apparels Ltd.,Woven,5.0,850.0,824,120000.0,"Jackets ,Pants ,Trousers ,Bottoms","Laxmipura, Chandona, Gazipur, Joydevpur",Gazipur,Joydevpur,2006,"['Jackets', 'Pants', 'Trousers', 'Bottoms']",1440000.0,Very Large,19,1.0315533980582525,1747.5728155339805,4,0,0,1,0,0,0
Intramex Clothing,Knit,5.0,485.0,68,390000.0,"T-Shirts ,Pique Polo ,Shorts ,Pajama Se ts","Laxmipura, Chandona, Gazipur, Joydevpur",Gazipur,Joydevpur,2010,"['T-Shirts', 'Pique Polo', 'Shorts', 'Pajama Se ts']",4680000.0,Very Large,15,7.132352941176471,68823.5294117647,4,0,0,0,0,0,0
Intramex Fashions Ltd.,Woven,5.0,988.0,561,150000.0,"Jackets ,Trousers ,Skirts ,Shorts","Laxmipura, Chandona, Gazipur, Joydevpur",Gazipur,Joydevpur,2000,"['Jackets', 'Trousers', 'Skirts', 'Shorts']",1800000.0,Very Large,25,1.7611408199643495,3208.5561497326203,4,0,0,0,0,0,0
Intramex Knit Wear Ltd. (Unit-2),Knit,5.0,220.0,53,125000.0,"T-Shirts ,Polo Shirts","Miralipur, Mirwarishpur, Noakhali, Begumgonj",Noakhali,Begumgonj,2014,"['T-Shirts', 'Polo Shirts']",1500000.0,Very Large,11,4.150943396226415,28301.88679245283,2,0,0,0,0,0,0
Intramex Knitwear Ltd.,Knit,5.0,1174.0,521,260000.0,"T-Shirts ,Pique Polo ,Sweat Shirts ,Tank Tops","Laxmipura, Chandona, Gazipur, Joydevpur",Gazipur,Joydevpur,2006,"['T-Shirts', 'Pique Polo', 'Sweat Shirts', 'Tank Tops']",3120000.0,Very Large,19,2.253358925143954,5988.483685220729,4,0,0,0,0,0,0
Intramex Sweater Ltd.,Sweater,5.0,1600.0,1450,150000.0,"Sweaters ,Pullovers ,Cardigans","Laxmipura, Chandona, Gazipur, Joydevpur",Gazipur,Joydevpur,2004,"['Sweaters', 'Pullovers', 'Cardigans']",1800000.0,Very Large,21,1.103448275862069,1241.3793103448277,3,0,0,0,0,0,0
Intramex Sweater Ltd. (U-2),Sweater,5.0,550.0,202,84000.0,Sweater,"Miralipur, Mirwarishpur, Noakhali, Begumgonj",Noakhali,Begumgonj,2014,['Sweater'],1008000.0,Very Large,11,2.722772277227723,4990.0990099009905,1,0,0,0,0,0,1
Iqbal Enterprises Ltd.,Woven,5.0,530.0,180,60000.0,"Shirts ,Jackets ,Pants","32/A, Fidc Road, Chittagong, Kalurgate",Chittagong,Kalurgate,1984,"['Shirts', 'Jackets', 'Pants']",720000.0,Large,41,2.9444444444444446,4000.0,3,0,0,1,0,0,0
Iqbal Texware Limited,Knit,5.0,1000.0,300,500000.0,"T-Shirts ,Polo Shirts ,Sweaters ,Pullovers","West Masdair, Narayanganj, Fatullah",Narayanganj,Fatullah,1994,"['T-Shirts', 'Polo Shirts', 'Sweaters', 'Pullovers']",6000000.0,Very Large,31,3.3333333333333335,20000.0,4,0,0,0,0,0,0
Irene Knitwear Ltd.,Knit,5.0,1000.0,461,250000.0,"T-Shirts ,Polo Shirts ,Trousers","13, Dailla, Dhaka, Demra",Dhaka,Demra,2008,"['T-Shirts', 'Polo Shirts', 'Trousers']",3000000.0,Very Large,17,2.1691973969631237,6507.592190889371,3,0,0,0,0,0,0
Iris Design Ltd.,Knit,5.0,2850.0,1128,166666.0,"T-Shirts ,Lingery ,Baby Item","Zajhor, National University, Gazipur, Gazipur",Gazipur,Gazipur,2015,"['T-Shirts', 'Lingery', 'Baby Item']",1999992.0,Very Large,10,2.526595744680851,1773.0425531914893,3,0,0,0,0,0,0
Iris Fabrics Ltd.,Knit,5.0,3300.0,1376,75000.0,"T-Shirts ,Polo Shirts ,Vest ,Cardigans","Zirani Bazar, Kashimpur, Gazipur, Gazipur",Gazipur,Gazipur,2008,"['T-Shirts', 'Polo Shirts', 'Vest', 'Cardigans']",900000.0,Large,17,2.3982558139534884,654.0697674418604,4,0,0,0,0,0,0
Iris Fashions Ltd.,Sweater,5.0,1400.0,500,25000.0,"Pullovers ,Cardigans ,Poncho","Zirabo, Savar, Dhaka, Dhaka, Dhaka",Dhaka,Dhaka,2004,"['Pullovers', 'Cardigans', 'Poncho']",300000.0,Large,21,2.8,600.0,3,0,0,0,0,0,0
Ishaqpur Sweater Inds. Ltd.,Sweater,5.0,507.0,811,120000.0,Sweaters,"Mannan Nagar, Ishaqpur, Noakhali, Sadar",Noakhali,Sadar,2003,['Sweaters'],1440000.0,Very Large,22,0.625154130702836,1775.5856966707768,1,0,0,0,0,0,0
Ishayat Fashions Ltd.,Woven,1.0,3600.0,1916,45000.0,Unknown,"562/1, Bahadurpur, Joydevpur, Gazipur, Gazipur",Gazipur,Gazipur,2017,[],540000.0,Large,8,1.8789144050104385,281.83716075156576,0,0,0,0,0,0,0
Ishita Garments,Knit,5.0,300.0,130,70000.0,"Knit Items ,Trousers","Plot # 11, Road # 46, Gulshan North C/A, Dhaka, Gulshan",Dhaka,Gulshan,1985,"['Knit Items', 'Trousers']",840000.0,Large,40,2.3076923076923075,6461.538461538462,2,0,0,0,0,0,0
Ishraq Garments Ltd.,Woven,5.0,180.0,82,0.0,"Shirts ,Pants ,Jogging Suits","76, 1St Colony, Mazar Road, Section # 1, Dhaka, Mirpur",Dhaka,Mirpur,2000,"['Shirts', 'Pants', 'Jogging Suits']",0.0,,25,2.1951219512195124,0.0,3,0,0,1,0,0,0
Islam Dresses Ltd.,Woven,5.0,519.0,1200,225000.0,"Shirts ,Pants ,Jackets ,Skirts","Diakhali, Yarpur, Jamgora, Ashulia, Dhaka, Savar",Dhaka,Savar,2005,"['Shirts', 'Pants', 'Jackets', 'Skirts']",2700000.0,Very Large,20,0.4325,2250.0,4,0,0,1,0,0,0
Islam Garments Ltd.,Woven,5.0,550.0,230,72000.0,"Shirts ,Blouses ,Pants ,Shorts","Diakhali, Yarpur, Jamgora, Ashulia, Dhaka, Savar",Dhaka,Savar,1984,"['Shirts', 'Blouses', 'Pants', 'Shorts']",864000.0,Large,41,2.391304347826087,3756.521739130435,4,0,0,1,0,0,0
Islam Garments Ltd. (Hosiery Div.),Knit,5.0,1100.0,350,300000.0,"Shorts ,T-Shirts ,Trousers","Jarun, Gazipur, Konabari",Gazipur,Konabari,1992,"['Shorts', 'T-Shirts', 'Trousers']",3600000.0,Very Large,33,3.142857142857143,10285.714285714286,3,0,0,0,0,0,0
Islam Garments Ltd. (U-2),Woven,5.0,250.0,105,60000.0,"Shirts ,Blouses ,Pants ,Skirts","Jarun, Gazipur, Konabari",Gazipur,Konabari,1992,"['Shirts', 'Blouses', 'Pants', 'Skirts']",720000.0,Large,33,2.380952380952381,6857.142857142857,4,0,0,1,0,0,0
Islam Garments Ltd.(Knitwear Division),Knit,5.0,650.0,122,60000.0,"T-Shirts ,Polo Shirts ,Tank Top","Jarun, Gazipur, Konabari",Gazipur,Konabari,1998,"['T-Shirts', 'Polo Shirts', 'Tank Top']",720000.0,Large,27,5.327868852459017,5901.639344262295,3,0,0,0,0,0,0
Islam Garments Ltd.(Textile Division),Woven,5.0,650.0,152,48000.0,"Shirts ,Skirts ,Pajama Sets","Jarun, Gazipur, Konabari",Gazipur,Konabari,1998,"['Shirts', 'Skirts', 'Pajama Sets']",576000.0,Large,27,4.276315789473684,3789.4736842105262,3,0,0,0,0,0,0
Islam Garments Ltd.(Weaving Unit),Woven,5.0,120.0,191,0.0,"Shirts ,Jackets ,Trousers ,Pants","Jaurn, Gazipur, Konabari",Gazipur,Konabari,2000,"['Shirts', 'Jackets', 'Trousers', 'Pants']",0.0,,25,0.6282722513089005,0.0,4,0,0,1,0,0,0
Islam Knit Designs Ltd.,Knit,5.0,1580.0,1179,1010000.0,"T-Shirts ,Polo Shirts ,Devider ,Shorts","Zarun, Gazipur, Konabari",Gazipur,Konabari,2007,"['T-Shirts', 'Polo Shirts', 'Devider', 'Shorts']",12120000.0,Very Large,18,1.3401187446988974,10279.898218829516,4,0,0,0,0,0,0
Islam Products Ltd.,Woven,5.0,0.0,0,0.0,"Shirts ,Trousers","Jarun, Gazipur, Konabari",Gazipur,Konabari,1995,"['Shirts', 'Trousers']",0.0,,30,0.0,0.0,2,0,0,0,0,0,0
Ital Adweg (Pvt.) Ltd.,Woven,5.0,280.0,120,72000.0,"Shirts ,Blouses ,Pants","House # 966, Road #13, Adabor, Mohammadpur, Dhaka, Bangladesh, Dhaka, B. Baria",Dhaka,B. Baria,1993,"['Shirts', 'Blouses', 'Pants']",864000.0,Large,32,2.3333333333333335,7200.0,3,0,0,1,0,0,0
Ixora Apparels Ltd.,Sweater,5.0,270.0,304,180000.0,Sweater,"Holdin # 547/1, Word # 5, West Soil Dhobi, Kashimpur, Gazipur, Gazipur Sadar",Gazipur,Gazipur Sadar,2016,['Sweater'],2160000.0,Very Large,9,0.8881578947368421,7105.263157894737,1,0,0,0,0,0,1
J-MAARF Apparel Ltd.,Woven,1.0,2.0,191,62291.0,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Abdul Majid Road, South Aouk Para, Ashulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2022,"['Shirt', 'Pant', 'T-Shirt', 'Polo Shirt']",747492.0,Large,3,0.010471204188481676,3913.5706806282724,4,1,1,0,0,1,0
J-Park Apparels Limited,Woven,1.0,2.0,600,165000.0,"Shirt ,Pant ,T-Shirt ,Polo Shirt","220-221, Singair Road, Hemayetpur, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2022,"['Shirt', 'Pant', 'T-Shirt', 'Polo Shirt']",1980000.0,Very Large,3,0.0033333333333333335,3300.0,4,1,1,0,0,1,0
J.B.S. Garments (Pvt.) Ltd.,Woven,5.0,220.0,110,60000.0,"Shirts ,Dresses ,Skirts","95/B, D.I.T Road, Khilgaon Chowdhury Para, Dhaka, Khilgaon",Dhaka,Khilgaon,1993,"['Shirts', 'Dresses', 'Skirts']",720000.0,Large,32,2.0,6545.454545454545,3,0,0,0,0,0,0
J.F. Sweaters Ltd.,Sweater,5.0,300.0,50,60000.0,Sweaters,"Harinchala, Konabari, Gazipur, Joydevpur",Gazipur,Joydevpur,2000,['Sweaters'],720000.0,Large,25,6.0,14400.0,1,0,0,0,0,0,0
J.F.K Fashion Ltd.,Sweater,1.0,950.0,500,250000.0,Sweater,"Mowsayed, Uttarkhan, Dhaka, Dhaka",Dhaka,Dhaka,2014,['Sweater'],3000000.0,Very Large,11,1.9,6000.0,1,0,0,0,0,0,1
