factory_name,factory_type,factory_priority,management_employees,number_of_machines,production_capacity_yearly_in_dozen,principal_exportable_products,factory_location,factiry_location_in_city,factory_location_in_town,year_of_establishment,products_list,production_capacity_yearly_pieces,capacity_category,factory_age,employees_per_machine,productivity_pieces_per_machine,num_products,produces_t-shirt,produces_shirt,produces_pants,produces_jacket,produces_polo_shirt,produces_sweater
J.K. Fabrics Ltd. Unit-2,Knit,5.0,327.0,730,3600000.0,"T-Shirts ,Polo Shirts ,Ladies Long Pants ,Tank tops","South Dariapur, Dhaka, Savar",Dhaka,Savar,1995,"['T-Shirts', 'Polo Shirts', 'Ladies Long Pants', 'Tank tops']",43200000.0,Very Large,30,0.44794520547945205,59178.08219178082,4,0,0,0,0,0,0
J.K. Fashions Ltd.,Knit,5.0,2367.0,1207,280000.0,"Jackets ,Shirts ,Pants ,Dress","771-776 (228/1, Ka. (Old) Shewrapara, Begum Rokeya Sharani, Dhaka, Mirpur",Dhaka,Mirpur,1992,"['Jackets', 'Shirts', 'Pants', 'Dress']",3360000.0,Very Large,33,1.9610604805302403,2783.761391880696,4,0,0,1,0,0,0
J.K. Knit Composite Ltd.,Knit,5.0,2573.0,907,975000.0,"T-Shirts ,Polo Shirts ,Ladies T-Shirts ,Tank tops","South Dariapur, Dhaka, Savar",Dhaka,Savar,2001,"['T-Shirts', 'Polo Shirts', 'Ladies T-Shirts', 'Tank tops']",11700000.0,Very Large,24,2.8368246968026463,12899.669239250275,4,0,0,0,0,0,0
J.K. Shirts & Fabric Ltd.,Woven,5.0,847.0,259,180000.0,"Shirts ,Jackets ,Pants ,Trousers","3395, Nayahat Road, Chittagong, Panchlish",Chittagong,Panchlish,2011,"['Shirts', 'Jackets', 'Pants', 'Trousers']",2160000.0,Very Large,14,3.27027027027027,8339.76833976834,4,0,0,1,0,0,0
J.L. Fashions Ltd.,Sweater,5.0,0.0,230,0.0,Sweaters,"Nilnagar, Gazipur, Konabari",Gazipur,Konabari,2003,['Sweaters'],0.0,,22,0.0,0.0,1,0,0,0,0,0,0
J.L. Sweaters Ltd.,Sweater,5.0,769.0,360,54000.0,"Sweaters ,Pullovers ,Cardigans ,Vests","Zirabo, Dhaka, Savar",Dhaka,Savar,2008,"['Sweaters', 'Pullovers', 'Cardigans', 'Vests']",648000.0,Large,17,2.136111111111111,1800.0,4,0,0,0,0,0,0
J.M. Apparels Ltd.,Woven,5.0,450.0,210,60000.0,"Jackets ,Jogging Suits ,Trousers","Khan Mansion (G/F, 4Th & 5Th Floor), 284, Ibrahimpur, Kachukhet, Dhaka, Cantonment",Dhaka,Cantonment,2000,"['Jackets', 'Jogging Suits', 'Trousers']",720000.0,Large,25,2.142857142857143,3428.5714285714284,3,0,0,0,0,0,0
J.M. Fabrics Ltd.,Knit,5.0,1437.0,644,450000.0,"T-Shirts ,Polo Shirts ,Tank Top","South Nayapara, 6, Dogri Mouja, Bhawal, Gazipur, Mirjapur",Gazipur,Mirjapur,2007,"['T-Shirts', 'Polo Shirts', 'Tank Top']",5400000.0,Very Large,18,2.231366459627329,8385.093167701863,3,0,0,0,0,0,0
J.M. Knit & Stitch Wear Ltd.,Knit,5.0,220.0,73,130000.0,"T-Shirts ,Polo Shirts","Nutunpara, Hemayetpur, Dhaka, Savar",Dhaka,Savar,2009,"['T-Shirts', 'Polo Shirts']",1560000.0,Very Large,16,3.0136986301369864,21369.86301369863,2,0,0,0,0,0,0
J.R. Enterprise Ltd.,Woven,5.0,300.0,122,60000.0,"Shirts ,Jackets ,Pants","Yakub Plaza (3Rd & 4Th Fl), 1, Pc Road, Nimtola, Chittagong, Bandar",Chittagong,Bandar,2012,"['Shirts', 'Jackets', 'Pants']",720000.0,Large,13,2.459016393442623,5901.639344262295,3,0,0,1,0,0,0
J.R. Fashion Ltd.,Knit,5.0,245.0,140,80000.0,"Shirts ,Trousers ,T-Shirts ,Skirts","19, C/D Jamal Khan, Chittagong","19, C/D Jamal Khan,",Chittagong,2001,"['Shirts', 'Trousers', 'T-Shirts', 'Skirts']",960000.0,Large,24,1.75,6857.142857142857,4,0,0,0,0,0,0
J.S. Design Ltd.,Sweater,5.0,350.0,120,30000.0,Sweaters,"1543, Badsha Mia School Road, South Khailkoir, National University, Gazipur, National University",Gazipur,National University,2009,['Sweaters'],360000.0,Large,16,2.9166666666666665,3000.0,1,0,0,0,0,0,0
Jaantex Apparel Ltd.,Knit,5.0,350.0,250,320000.0,"T-Shirts ,Polo Shirts","Defoin Tower, Plot # 55, Block - K, Section # 2, Rupnagar, Dhaka, Mirpur",Dhaka,Mirpur,2009,"['T-Shirts', 'Polo Shirts']",3840000.0,Very Large,16,1.4,15360.0,2,0,0,0,0,0,0
Jaase Bangladesh Private Ltd.,Woven,1.0,0.0,132,0.0,"Skirt ,Tops","Hajera Villa, Ground Floor, Mamudpur, Sadhu Matbor Road, Bhuigor, Fatullah, Narayangonj, Narayangonj",Narayangonj,Narayangonj,2022,"['Skirt', 'Tops']",0.0,,3,0.0,0.0,2,0,0,0,0,0,0
Jaba Garments Ltd.,Woven,5.0,250.0,100,50000.0,"Shirts ,Jackets ,Pants","62, East Nasirabad, Ctg., Chittagong, Panchlaish",Chittagong,Panchlaish,1985,"['Shirts', 'Jackets', 'Pants']",600000.0,Large,40,2.5,6000.0,3,0,0,1,0,0,0
Jabe Apparels Ltd.,Sweater,1.0,2.0,112,0.0,Sweater,"Toyubpur, Zirabo, Ashulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2022,['Sweater'],0.0,,3,0.017857142857142856,0.0,1,0,0,0,0,0,1
Jade Fashion (BD) Ltd.,Knit,1.0,650.0,200,656667.0,"T-Shirt ,Polo Shirt","Plot # A-38 & A-39, Bscic Industrial Estate, Kalurghat (Extn), Kalurghat, Chittagong, Chittagong",Chittagong,Chittagong,2022,"['T-Shirt', 'Polo Shirt']",7880004.0,Very Large,3,3.25,39400.02,2,1,0,0,0,1,0
Jahura Kamal Apparels Ltd.,Woven,5.0,150.0,76,40000.0,"Shirts ,Pants","Sarulia (Ranimahol), Dhaka, Demra",Dhaka,Demra,2011,"['Shirts', 'Pants']",480000.0,Large,14,1.9736842105263157,6315.789473684211,2,0,0,1,0,0,0
Jahura Kamal Fashion & Sweater Ind. Ltd.,Sweater,5.0,550.0,491,40000.0,"Sweaters ,Jumpers","Sarulia (Ranimahol), Dhaka, Demra",Dhaka,Demra,2011,"['Sweaters', 'Jumpers']",480000.0,Large,14,1.120162932790224,977.5967413441955,2,0,0,0,0,0,0
Jaima Knitwear Ltd.,Knit,5.0,110.0,87,1872000.0,"Shirts ,Pants ,T-Shirts ,Polo Shirts","Hobirbari, Mymensingh, Valuka",Mymensingh,Valuka,2015,"['Shirts', 'Pants', 'T-Shirts', 'Polo Shirts']",22464000.0,Very Large,10,1.264367816091954,258206.89655172414,4,0,0,1,0,0,0
Jaks Sweater Ltd.,Sweater,1.0,70.0,93,360000.0,Sweater,"21, Boro Dewra, Nishat Nagor, Tongi (West), Tongi, Gazipur, Gazipur",Gazipur,Gazipur,2022,['Sweater'],4320000.0,Very Large,3,0.7526881720430108,46451.6129032258,1,0,0,0,0,0,1
Jalal Ahmed Knit Composite Ltd.,Knit,5.0,556.0,262,660000.0,"T-Shirts ,Polo Shirts ,Panties","105, Dogormura, Aricha Road, Dhaka, Dhaka",Dhaka,Dhaka,2008,"['T-Shirts', 'Polo Shirts', 'Panties']",7920000.0,Very Large,17,2.122137404580153,30229.007633587786,3,0,0,0,0,0,0
Jalalshah Fabrics Ltd.,Knit,5.0,250.0,250,72000.0,"Denim Jackets ,Swimming Shorts ,Tank Top","Plot # A/17, Fouzderhat, Bscic I/A, Sagarica Road, Chittagong, Pahartoli",Chittagong,Pahartoli,2007,"['Denim Jackets', 'Swimming Shorts', 'Tank Top']",864000.0,Large,18,1.0,3456.0,3,0,0,0,0,0,0
Jams Apparels (Pvt.) Ltd.,Knit,5.0,500.0,221,600000.0,"Shirts ,Jackets ,T-Shirts ,Muscle Tops","A-69 & 76 Bscic Hosiery I/A, Narayanganj, Fatullah",Narayanganj,Fatullah,2007,"['Shirts', 'Jackets', 'T-Shirts', 'Muscle Tops']",7200000.0,Very Large,18,2.262443438914027,32579.185520361993,4,0,0,0,0,0,0
Jams Design Ltd.,Woven,5.0,750.0,406,160000.0,"Ladies Blouses ,Pants ,Bermuda ,Overalls","Ka-189/3, Jamaz Road, Joar Shahara, Dhaka, Badda",Dhaka,Badda,2005,"['Ladies Blouses', 'Pants', 'Bermuda', 'Overalls']",1920000.0,Very Large,20,1.8472906403940887,4729.064039408867,4,0,0,1,0,0,0
Jams Fashion Ltd.,Woven,5.0,450.0,197,80000.0,"Jackets ,Pants ,Bermuda ,Shorts","Ekata Plaza, B-28 Khilkhet Bazar, Dhaka, Airport Road",Dhaka,Airport Road,2001,"['Jackets', 'Pants', 'Bermuda', 'Shorts']",960000.0,Large,24,2.284263959390863,4873.096446700508,4,0,0,1,0,0,0
Jams Knitwear (Pvt) Ltd.,Sweater,5.0,693.0,501,84000.0,"Sweaters ,Pullovers ,Ponche","Haji Habibullah Super Market, 15-16, New Jurain, Dhaka, Postagola",Dhaka,Postagola,2001,"['Sweaters', 'Pullovers', 'Ponche']",1008000.0,Very Large,24,1.3832335329341316,2011.9760479041915,3,0,0,0,0,0,0
Jams Sweaters (Pvt.) Ltd.,Sweater,5.0,700.0,550,84000.0,"Sweaters ,Pullovers ,Cardigans ,Speneer","14, New Jurain, Alam Super Market, (3Rd Floor) Alambag, Dhaka, Postagola",Dhaka,Postagola,1994,"['Sweaters', 'Pullovers', 'Cardigans', 'Speneer']",1008000.0,Very Large,31,1.2727272727272727,1832.7272727272727,4,0,0,0,0,0,0
Jamuna Apparels Ltd.,Woven,1.0,250.0,1000,400000.0,Bottoms,"94/95 (Old), 46 (New) , Tongi I/A, Tongi, Gazipur, Bangladesh, Gazipur, Gazipur",Gazipur,Gazipur,1992,['Bottoms'],4800000.0,Very Large,33,0.25,4800.0,1,0,0,0,0,0,0
Jamuna Denims Ltd.,Woven,5.0,2500.0,1196,750000.0,"Jackets ,Trousers ,Pants","Konabari, Gazipur, Konabari",Gazipur,Konabari,2007,"['Jackets', 'Trousers', 'Pants']",9000000.0,Very Large,18,2.0903010033444818,7525.083612040134,3,0,0,1,0,0,0
Jamuna Fashion Wears Ltd.,Woven,5.0,395.0,863,120000.0,"Shirts ,Ladies Blouses ,Jackets ,Shorts","Inds. Plot # 75, Road # 5, Section # 2, Rupnagar I/A, Dhaka, Mirpur",Dhaka,Mirpur,1991,"['Shirts', 'Ladies Blouses', 'Jackets', 'Shorts']",1440000.0,Very Large,34,0.45770567786790267,1668.597914252607,4,0,0,0,0,0,0
Jamuna Knitting & Dyeing Ltd.,Knit,5.0,610.0,334,1800000.0,"T-Shirt/Polo Shirts ,Shorts","Konabari, Gazipur, Konabari",Gazipur,Konabari,1991,"['T-ShirtPolo Shirts', 'Shorts']",21600000.0,Very Large,34,1.8263473053892216,64670.658682634734,2,0,0,0,0,0,0
Janani Traders,Woven,5.0,160.0,90,21500.0,"Shirts ,Pants ,Trousers","214, Ledu Mollah Road, Hossain Market, Islampur, Gazipur, Tongi",Gazipur,Tongi,2012,"['Shirts', 'Pants', 'Trousers']",258000.0,Large,13,1.7777777777777777,2866.6666666666665,3,0,0,1,0,0,0
Jans Fabrics Ltd.,Knit,5.0,320.0,185,125000.0,"Shirts ,Pants ,Jackets ,Polo Shirts","154, Kazi Nazrul Islam Avenue, Sadarghat, Chittagong","154, Kazi Nazrul Islam Avenue, Sadarghat",Chittagong,2005,"['Shirts', 'Pants', 'Jackets', 'Polo Shirts']",1500000.0,Very Large,20,1.7297297297297298,8108.108108108108,4,0,0,1,0,0,0
Jaroms Industries Ltd.,Sweater,1.0,20.0,331,3600000.0,"Sweaters ,Cardigans","13/2, Abdus Satter Master Road, West Gazipura, Tongi, Gazipur","13/2, Abdus Satter Master Road, West Gazipura, Tongi",Gazipur,1993,"['Sweaters', 'Cardigans']",43200000.0,Very Large,32,0.06042296072507553,130513.59516616314,2,0,0,0,0,0,0
Jarq Garments Inds. Ltd.,Woven,5.0,408.0,280,36000.0,"Shirts ,Jackets ,Jogging Suits","802, K.B. Dovash Lane, Chittagong, Goshaildanga",Chittagong,Goshaildanga,1985,"['Shirts', 'Jackets', 'Jogging Suits']",432000.0,Large,40,1.457142857142857,1542.857142857143,3,0,0,0,0,0,0
JAS Knitwear Ltd.,Knit,5.0,350.0,95,150000.0,"T-Shirts ,Polo Shirts","A-69 & 76 Bscic I/A, Narayanganj, Fatullah",Narayanganj,Fatullah,2014,"['T-Shirts', 'Polo Shirts']",1800000.0,Very Large,11,3.6842105263157894,18947.36842105263,2,0,0,0,0,0,0
JAS Outwear Ltd.,Woven,1.0,486.0,454,60000.0,"Shirt ,Pant","1936/1, Dakkhin Khailkur, Joy Bangla Road, National University, Gazipur, Gazipur",Gazipur,Gazipur,2022,"['Shirt', 'Pant']",720000.0,Large,3,1.0704845814977975,1585.9030837004404,2,0,1,0,0,0,0
Jay Jay Mills (Bangladesh) Private Ltd.,Knit,1.0,5000.0,1281,400000.0,Baby Wear,"Plot # 2-4 & 9-11, Sector # 7/A, Cepz, South Halishahar, Chittagong, Chittagong",Chittagong,Chittagong,2017,['Baby Wear'],4800000.0,Very Large,8,3.9032006245121,3747.072599531616,1,0,0,0,0,0,0
Jaya Knitting Ltd.,Sweater,5.0,3500.0,700,75000.0,"Sweaters ,Pullovers ,Cardigans ,Jersey","Tatki, Narayanganj, Rupganj",Narayanganj,Rupganj,1998,"['Sweaters', 'Pullovers', 'Cardigans', 'Jersey']",900000.0,Large,27,5.0,1285.7142857142858,4,0,0,0,0,0,0
Jaycee's Apparels Ltd.,Woven,5.0,500.0,200,25000.0,"Jackets ,Jogging Suits","227 (New) 331 (Old) Outer Circular Road, Dhaka, Mogbazar",Dhaka,Mogbazar,1992,"['Jackets', 'Jogging Suits']",300000.0,Large,33,2.5,1500.0,2,0,0,0,0,0,0
Jayed Garments Ltd..,Woven,5.0,162.0,70,25000.0,"Shirts ,Jackets ,Pants","Road # 1, Block - Kha, Section # 6, Dhaka, Mirpur",Dhaka,Mirpur,2000,"['Shirts', 'Jackets', 'Pants']",300000.0,Large,25,2.3142857142857145,4285.714285714285,3,0,0,1,0,0,0
Jazz Sweaters Ltd.,Sweater,5.0,400.0,250,30000.0,"Sweaters ,Pullovers ,Cardigans","328, Choidana, National University, Gazipur","328, Choidana, National University",Gazipur,2007,"['Sweaters', 'Pullovers', 'Cardigans']",360000.0,Large,18,1.6,1440.0,3,0,0,0,0,0,0
Jeacon Garments Ltd.,Knit,5.0,768.0,737,200000.0,"Shirts ,Jackets ,Pants ,Trousers","South Shalna, Gazipur, Joydevpur",Gazipur,Joydevpur,1985,"['Shirts', 'Jackets', 'Pants', 'Trousers']",2400000.0,Very Large,40,1.0420624151967435,3256.4450474898235,4,0,0,1,0,0,0
Jeans & Polo Ltd.,Woven,5.0,620.0,260,104167.0,"Jackets ,Jeans Pants ,Denim","Plot # B-91 (Ground, 1St & 2Nd), Bscic I/A, Gazipur, Tongi",Gazipur,Tongi,2008,"['Jackets', 'Jeans Pants', 'Denim']",1250004.0,Very Large,17,2.3846153846153846,4807.707692307692,3,0,0,0,0,0,0
Jeans 2000 Limited,Woven,5.0,3330.0,800,300000.0,"Jackets ,Trousers ,Skirts ,Bermuda","Plot # 67, Section # 7, Chittagong, Cepz",Chittagong,Cepz,1997,"['Jackets', 'Trousers', 'Skirts', 'Bermuda']",3600000.0,Very Large,28,4.1625,4500.0,4,0,0,0,0,0,0
Jeans And Jackets Ltd.,Woven,1.0,4.0,168,93600.0,"Shirt ,Pant ,T-Shirt ,Polo Shirt","98/B, Shyamoly Housing-2, Beribadh, Adabor, Mohammadpur, Dhaka, Dhaka",Dhaka,Dhaka,2022,"['Shirt', 'Pant', 'T-Shirt', 'Polo Shirt']",1123200.0,Very Large,3,0.023809523809523808,6685.714285714285,4,1,1,0,0,1,0
Jeans Arrow Gmts. Ltd.,Woven,5.0,425.0,220,85000.0,"Shirts ,Trousers ,Vests","Bscic Plot # B26(P) & 27, Fourderhat I/E, Sagarica Road, Chittagong","Bscic Plot # B26(P) & 27, Fourderhat I/E, Sagarica Road",Chittagong,2006,"['Shirts', 'Trousers', 'Vests']",1020000.0,Very Large,19,1.9318181818181819,4636.363636363636,3,0,0,0,0,0,0
Jeans Care Ltd.,Woven,5.0,660.0,245,130000.0,"Jackets ,Pants ,Overalls ,Trousers","348/B, Tejgaon I/A, Dhaka, Tejgaon",Dhaka,Tejgaon,2007,"['Jackets', 'Pants', 'Overalls', 'Trousers']",1560000.0,Very Large,18,2.693877551020408,6367.34693877551,4,0,0,1,0,0,0
Jeans Express Ltd.,Woven,5.0,2500.0,1192,500000.0,"Jackets ,Pants ,Bermuda ,Skirts","49/A, Cda'S Fouzdarhat, Chittagong, Pahartoli",Chittagong,Pahartoli,2005,"['Jackets', 'Pants', 'Bermuda', 'Skirts']",6000000.0,Very Large,20,2.097315436241611,5033.557046979866,4,0,0,1,0,0,0
Jeans Manufacturing Co. Ltd.,Woven,5.0,1200.0,505,195000.0,"5 Pockets Cargo ,Chinos ,Bottoms ,Jackets","13-14, Zoo Road, Mollik Tower, Section # 1, Dhaka, Mirpur",Dhaka,Mirpur,1985,"['5 Pockets Cargo', 'Chinos', 'Bottoms', 'Jackets']",2340000.0,Very Large,40,2.376237623762376,4633.663366336634,4,0,0,0,0,0,0
Jeans Plus Ltd.,Woven,5.0,503.0,670,260000.0,"Pants ,Skirts ,Shorts ,Bermuda","Plot # 398, Sreepur Bus Stand, Ganak Bari, Dhaka, Savar",Dhaka,Savar,2008,"['Pants', 'Skirts', 'Shorts', 'Bermuda']",3120000.0,Very Large,17,0.7507462686567165,4656.7164179104475,4,0,0,1,0,0,0
Jeans Stitch House Ltd.,Woven,5.0,215.0,133,50000.0,"Jackets ,Pants ,Trousers","Block # B, 8/19, Genda, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2012,"['Jackets', 'Pants', 'Trousers']",600000.0,Large,13,1.6165413533834587,4511.278195488721,3,0,0,1,0,0,0
Jerat Fashion Ltd.,Knit,5.0,1200.0,600,165000.0,"Trousers ,Pants ,Shorts ,Skirts","1676/U, South Bakalia, Shah Amanat Bridge Connecting Road, Chittagong, Bakalia",Chittagong,Bakalia,2006,"['Trousers', 'Pants', 'Shorts', 'Skirts']",1980000.0,Very Large,19,2.0,3300.0,4,0,0,1,0,0,0
Jerat Shirt Ltd.,Woven,5.0,100.0,380,130000.0,"Shirts ,Pants","Plot # 188-189, Nasirabad I/A, Chittagong, Nasirabad",Chittagong,Nasirabad,2016,"['Shirts', 'Pants']",1560000.0,Very Large,9,0.2631578947368421,4105.263157894737,2,0,0,1,0,0,0
Jericho Imex Ltd.,Woven,5.0,300.0,157,80000.0,"Shirts ,Pants","Montree Bari Road, South Shalna, Gazipur, Gazipur",Gazipur,Gazipur,2015,"['Shirts', 'Pants']",960000.0,Large,10,1.910828025477707,6114.649681528663,2,0,0,1,0,0,0
Jerkin Wears Ltd.,Woven,5.0,220.0,385,100000.0,"Pants ,Trousers ,Shorts ,Bermuda","1670/2091, West Shaloshahar, Building # 3, Chittagong, Aturar Depot",Chittagong,Aturar Depot,2000,"['Pants', 'Trousers', 'Shorts', 'Bermuda']",1200000.0,Very Large,25,0.5714285714285714,3116.883116883117,4,0,0,1,0,0,0
Jersey Knit Fashion Ltd.,Woven,1.0,2.0,1812,350000.0,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Serkondia, Molla Market, Ashulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2023,"['Shirt', 'Pant', 'T-Shirt', 'Polo Shirt']",4200000.0,Very Large,2,0.0011037527593818985,2317.880794701987,4,1,1,0,0,1,0
Jessica Apparels Limited,Woven,5.0,574.0,312,100000.0,"Jackets ,Pants ,Shorts ,Overalls","Fahami Complex, 113, Baipail, Dhaka, Savar",Dhaka,Savar,1992,"['Jackets', 'Pants', 'Shorts', 'Overalls']",1200000.0,Very Large,33,1.8397435897435896,3846.153846153846,4,0,0,1,0,0,0
Jewel Design Limited,Woven,1.0,2.0,137,100000.0,"Shirt ,Pant ,Trouser","Plot # 4 & 5 (5Th Floor), Section # 7, Akram Tower, Pallabi, Mirpur, Dhaka, Dhaka",Dhaka,Dhaka,2023,"['Shirt', 'Pant', 'Trouser']",1200000.0,Very Large,2,0.014598540145985401,8759.12408759124,3,0,1,0,0,0,0
JF & Co. Ltd.,Unknown,,0.0,0,670000.0,"Jackets ,Pants ,T-Shirts ,Polo Shirts","70, Maddhopara Road, Sataish, Tongi, Gazipur","70, Maddhopara Road, Sataish, Tongi",Gazipur,2017,"['Jackets', 'Pants', 'T-Shirts', 'Polo Shirts']",8040000.0,Very Large,8,0.0,0.0,4,0,0,1,0,0,0
JH Industrial Park Limited,Woven,1.0,2.0,150,62500.0,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Gouripur, Bottola, Ashulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2023,"['Shirt', 'Pant', 'T-Shirt', 'Polo Shirt']",750000.0,Large,2,0.013333333333333334,5000.0,4,1,1,0,0,1,0
Jhumon Textiles Ltd.,Knit,5.0,310.0,170,120000.0,"Jackets ,Shirts ,Trousers","314, Shekh Mojib Road, Chittagong","314, Shekh Mojib Road,",Chittagong,1993,"['Jackets', 'Shirts', 'Trousers']",1440000.0,Very Large,32,1.8235294117647058,8470.588235294117,3,0,0,0,0,0,0
JIC Suit Ltd.,Woven,5.0,893.0,350,75000.0,"Shirts ,Pants","Chowdhury Tower, Sundor Nagor, Aushkandi, Hobiganj, Nobigonj",Hobiganj,Nobigonj,2014,"['Shirts', 'Pants']",900000.0,Large,11,2.5514285714285716,2571.4285714285716,2,0,0,1,0,0,0
Jilani Fashion Wears Ltd.,Woven,5.0,650.0,270,100000.0,"Shirts ,Skirts ,Overalls","1138, West Sholashahar, Hathazari Road, Chittagong","1138, West Sholashahar, Hathazari Road",Chittagong,1994,"['Shirts', 'Skirts', 'Overalls']",1200000.0,Very Large,31,2.4074074074074074,4444.444444444444,3,0,0,0,0,0,0
Jilani Rahbar Garments Ltd.,Woven,5.0,650.0,270,100000.0,"Shirts ,Shorts","1138, West Sholashahar, Hathazari Road, Chittagong","1138, West Sholashahar, Hathazari Road",Chittagong,1995,"['Shirts', 'Shorts']",1200000.0,Very Large,30,2.4074074074074074,4444.444444444444,2,0,0,0,0,0,0
Jim & Jessi Composite Ltd.,Knit,5.0,475.0,285,250000.0,"Shirts ,Pants ,Polo Shirts","Plot # 1392, Vogra, Gazipur, National University",Gazipur,National University,2015,"['Shirts', 'Pants', 'Polo Shirts']",3000000.0,Very Large,10,1.6666666666666667,10526.315789473685,3,0,0,1,0,0,0
Jinat Fashion,Knit,1.0,201.0,86,117000.0,"T-Shirt ,Polo shirt","Mitali Club Road, Ambag, Konabari, Gazipur, Gazipur",Gazipur,Gazipur,2022,"['T-Shirt', 'Polo shirt']",1404000.0,Very Large,3,2.3372093023255816,16325.581395348838,2,1,0,0,0,0,0
Jinnat Apparels Ltd.,Knit,5.0,2145.0,552,1250000.0,"T-Shirts ,Polo Shirts ,Tank Tops","Sardaganj, Gazipur, Kashimpur",Gazipur,Kashimpur,2000,"['T-Shirts', 'Polo Shirts', 'Tank Tops']",15000000.0,Very Large,25,3.885869565217391,27173.91304347826,3,0,0,0,0,0,0
Jinnat Fashions Ltd.,Knit,5.0,2296.0,574,1300000.0,"Jackets ,T-Shirts ,Tank Tops ,Trousers","Sardaganj, Gazipur, Kashimpur",Gazipur,Kashimpur,2005,"['Jackets', 'T-Shirts', 'Tank Tops', 'Trousers']",15600000.0,Very Large,20,4.0,27177.700348432056,4,0,0,0,0,0,0
Jinnat Knitwears Ltd.,Knit,5.0,2136.0,600,1250000.0,"T-Shirts ,Polo Shirts ,Jackets ,Jersey","Sardaganj, Gazipur, Kashimpur",Gazipur,Kashimpur,2009,"['T-Shirts', 'Polo Shirts', 'Jackets', 'Jersey']",15000000.0,Very Large,16,3.56,25000.0,4,0,0,0,0,0,0
JJH Textiles Bangladesh Ltd.,Knit,5.0,330.0,178,180000.0,"T-Shirts ,Polo Shirts","Plot # Sa 291/292/293, Vhannara, Gazipur, Kaliakoir",Gazipur,Kaliakoir,2015,"['T-Shirts', 'Polo Shirts']",2160000.0,Very Large,10,1.853932584269663,12134.831460674157,2,0,0,0,0,0,0
JMS Composite Knitwear Ltd.,Knit,5.0,380.0,160,327600.0,"T-Shirts ,Polo Shirts ,Tank Tops","Mouchak, Gazipur, Kaliakoir",Gazipur,Kaliakoir,2009,"['T-Shirts', 'Polo Shirts', 'Tank Tops']",3931200.0,Very Large,16,2.375,24570.0,3,0,0,0,0,0,0
JMS Design Ltd.,Woven,1.0,2.0,120,5000000.0,"Shirt ,Pant ,Trouser","Plot # 5/1, 5/2, 1/H, Road # 4, Mirpur-1, Dhaka, Dhaka",Dhaka,Dhaka,2023,"['Shirt', 'Pant', 'Trouser']",60000000.0,Very Large,2,0.016666666666666666,500000.0,3,0,1,0,0,0,0
JMS Garments Ltd.,Knit,5.0,3000.0,2100,1080000.0,"Children Wears ,Jackets ,Trousers ,Active Wears","Plot # 1-4, Sector # 6, Chittagong, Cepz",Chittagong,Cepz,1993,"['Children Wears', 'Jackets', 'Trousers', 'Active Wears']",12960000.0,Very Large,32,1.4285714285714286,6171.428571428572,4,0,0,0,0,0,0
JNG Fashion Fabrics Ltd.,Knit,5.0,355.0,160,150000.0,"T-Shirts ,Children Wears ,Sports Wear ,Polo Shirts","1/G, East Rampura, D.I.T. Road, Dhaka, Rampura",Dhaka,Rampura,1995,"['T-Shirts', 'Children Wears', 'Sports Wear', 'Polo Shirts']",1800000.0,Very Large,30,2.21875,11250.0,4,0,0,0,0,0,0
JNH Hatwears (Bangladesh) Ltd.,Woven,5.0,820.0,360,460000.0,"Hats & Caps ,Denim Jackets ,Denim Pants","House # 79, Block # J (6Th & 7Th Floor), Chairman Bari, Dhaka, Banani",Dhaka,Banani,1992,"['Hats  Caps', 'Denim Jackets', 'Denim Pants']",5520000.0,Very Large,33,2.2777777777777777,15333.333333333334,3,0,0,0,0,0,0
Jns Knitwear Ltd.,Sweater,1.0,145.0,130,36000.0,Sweater,"142, Vatulia, Dutala Mosjid Road, Block # D, Nishat Nagar, Turag, Dhaka, Dhaka",Dhaka,Dhaka,2019,['Sweater'],432000.0,Large,6,1.1153846153846154,3323.076923076923,1,0,0,0,0,0,1
Joint Garments Ltd.,Knit,5.0,320.0,188,80000.0,"Jackets ,Childrens Wear ,T-Shirts ,Vest","Siraj Shopping Complex (3Rd Floor), 85, Muradpur, Chittagong, Panchlaish",Chittagong,Panchlaish,2000,"['Jackets', 'Childrens Wear', 'T-Shirts', 'Vest']",960000.0,Large,25,1.702127659574468,5106.382978723404,4,0,0,0,0,0,0
Jointex Fashion Wears Ltd.,Knit,5.0,362.0,102,150000.0,"Shirts ,Pants ,T-Shirts ,Polo Shirts","4 No, Sujat Nagar (5Th & 6Th Floor), Section # 12, Pallabi, Dhaka, Mirpur-12",Dhaka,Mirpur-12,2016,"['Shirts', 'Pants', 'T-Shirts', 'Polo Shirts']",1800000.0,Very Large,9,3.549019607843137,17647.058823529413,4,0,0,1,0,0,0
Jointex Knitwears Ltd.,Knit,5.0,230.0,74,175000.0,"Knit Items ,Shorts","17 No. Sujat Nagar, Pallabi, Dhaka, Mirpur-12",Dhaka,Mirpur-12,2003,"['Knit Items', 'Shorts']",2100000.0,Very Large,22,3.108108108108108,28378.37837837838,2,0,0,0,0,0,0
